realization_id,split,seed,samples,mean_W,std_W,max_W,zero_fraction,Hs_m,Te_s,Tp_s,omega0_over_omegap,zeta,channel_length_m,capture_width_m,rated_power_W
Hs0.060_Te1.40_r2.10_seed4100,train,4100,6000,11.726099014282227,21.855079650878906,80.0,0.49933333333333335,0.05999999865889549,1.399999976158142,1.5399999618530273,2.0999999046325684,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.060_Te1.40_r2.10_seed4101,train,4101,6000,11.808708190917969,21.741783142089844,80.0,0.5021666666666667,0.05999999865889549,1.399999976158142,1.5399999618530273,2.0999999046325684,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.060_Te1.40_r2.10_seed4102,train,4102,6000,11.936963081359863,21.786426544189453,80.0,0.49766666666666665,0.05999999865889549,1.399999976158142,1.5399999618530273,2.0999999046325684,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.060_Te1.40_r2.10_seed4103,train,4103,6000,11.513642311096191,21.6855525970459,80.0,0.49833333333333335,0.05999999865889549,1.399999976158142,1.5399999618530273,2.0999999046325684,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.060_Te1.40_r2.10_seed5100,train,5100,6000,7.2954630851745605,14.865535736083984,80.0,0.505,0.05999999865889549,1.399999976158142,1.5399999618530273,2.0999999046325684,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.060_Te1.40_r2.10_seed5101,train,5101,6000,7.345372200012207,15.238158226013184,80.0,0.5035,0.05999999865889549,1.399999976158142,1.5399999618530273,2.0999999046325684,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.060_Te1.40_r2.10_seed5102,train,5102,6000,7.1827192306518555,15.173545837402344,80.0,0.49783333333333335,0.05999999865889549,1.399999976158142,1.5399999618530273,2.0999999046325684,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.060_Te1.40_r2.10_seed5103,train,5103,6000,7.349989414215088,14.908060073852539,80.0,0.5065,0.05999999865889549,1.399999976158142,1.5399999618530273,2.0999999046325684,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.060_Te1.75_r1.00_seed6100,test,6100,6000,8.279088020324707,16.727725982666016,80.0,0.49366666666666664,0.05999999865889549,1.75,1.9249999523162842,1.0,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.060_Te1.75_r1.00_seed6101,test,6101,6000,8.135368347167969,16.670509338378906,80.0,0.5021666666666667,0.05999999865889549,1.75,1.9249999523162842,1.0,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.060_Te1.75_r1.00_seed6102,test,6102,6000,8.143844604492188,16.588319778442383,80.0,0.4955,0.05999999865889549,1.75,1.9249999523162842,1.0,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.060_Te1.75_r1.00_seed6103,test,6103,6000,8.391945838928223,16.92123794555664,80.0,0.5048333333333334,0.05999999865889549,1.75,1.9249999523162842,1.0,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
